Date,Occurrence,Startup Name,Industry,Description,Location,Investors,Investment Type,Amount in USD,Website URL
18/11/2019,01/01/1900,Medikabazaar,B2B E-Commerce,B2B platform for medical supplies,Mumbai,"Ackermans & van Haaren, HealthQuad, Rebright Partners, Toppan Printing",Series B,15800000,https://www.medikabazaar.com/
17/11/2019,02/01/1900,Burger Singh,Food and Beverages,Indian Burger Brand,Gurgaon,RB Investments,Venture,,http://burgersinghonline.com/
15/11/2019,03/01/1900,Ninjacart,B2B E-Commerce,Agritech ,Bangalore,Trifecta Capital Advisors,Debt Funding,26000000,http://ninjacart.com/
15/11/2019,01/01/1900,Vogo Automotive,Consumer Internet,Scooter sharing app,Kormangala,"Matrix Partners, Stellaris Venture Partners, Kalaari Capital",Series B,283000000,http://www.vogo.in/
14/11/2019,01/01/1900,Misters,E-Commerce,Men's Health and Wellness brand,Gurgaon,"Sauce.vc, Rainforest Ventures",Series B,486000,https://misters.in/en/
13/11/2019,01/01/1900,Sunstone Eduversity Pvt. Ltd,Education,Elearning,Gurgaon,"Prime Venture Partners, LetsVenture, PS1 Venture and GlobalLogic co-founder Rajul Garg",Seed,1500000,http://sunstone.edu.in/
13/11/2019,01/01/1900,Freshworks,Software,Business and customer engagement tools,San Francisco,"Sequoia, CapitalG, Accel",Series H,150000000,https://www.freshworks.com/
12/11/2019,01/01/1900,SuperGaming ,Gaming,Social gaming platform,Pune,Dream Incubator,Seed Funding,1300000,https://supergaming.net/
11/11/2019,01/01/1900,eBikeGo,Consumer Internet,Electric bike rental,Amritsar,Startup Buddy,Seed,300000,http://www.ebikego.in/
21/10/2019,01/01/1900,The Man Company ,D2C,Beauty and Grooming,Gurgaon,Ayushmann Khurana,Corporate Round,,http://www.themancompany.com/
04/10/2019,05/01/1900,Dunzo,E-commerce,Delivery Service,Bangalore,Lightbox,Series D,45000000,http://dunzo.in/
02/10/2019,04/01/1900,Udaan,B2B E-Commerce,B2B Marketplace,Bangalore,"Altimeter Capital, DST Global",Series D,585000000,https://udaan.com/
05/09/2019,01/01/1900,FPL Technologies,FinTech,Financial Services,Pune,"Matrix Partners India, Sequoia India",Maiden Round,4500000,https://onescore.app/
04/09/2019,01/01/1900,75F,IoT,Building automation system,Burnsville,Breakthrough Energy Ventures,Series A,18000000,http://75f.io/
04/09/2019,01/01/1900,Cashflo,FinTech,Invoice discounting platform and SME lending marketplace,Mumbai,SAIF Partners,Series A,3300000,https://www.cashflo.io/
04/09/2019,01/01/1900,Digital F5,Advertising & Marketing,Digital marketing firm,Mumbai,TIW Private Equity,Private Equity Round,6000000,http://www.digitalf5.com/
04/09/2019,01/01/1900,3rdFlix,B2B SaaS,Education Technology ,Hyderabad,Exfinity Venture Partners,pre-series A,5000000,https://3rdflix.com/
04/09/2019,02/01/1900,Myelin Foundry,Technology,Deep-technology,Bangalore,Endiya Partners,Seed,1000000,http://myelinfoundry.com/
04/09/2019,01/01/1900,Atomberg Technology,Consumer Internet,"Consumer Electronics, Home Appliances",Mumbai,A91 Partners,Series A,10000000,http://atomberg.com/
04/09/2019,05/01/1900,GOQii,HealthTech,Wearable Fitness Bands,Menlo Park,Bennett Coleman and Company Ltd (BCCL),Series C,450000000,http://goqii.com/
03/09/2019,01/01/1900,Vyapar App,Accounting,Mobile-based Accounting Software,Bangalore,"India Quotient, Axilor Ventures",Series A,5000000,https://vyaparapp.in/
27/08/2019,04/01/1900,Rapido,Consumer Internet,Bike Taxi,Bangalore,Westbridge Capital,Series B,3900000000,https://www.rapido.bike/
23/08/2019,01/01/1900,Tala,FinTech,Digital Lending Platform,Santa Monica,RPS Ventures,Series D,110000000,http://tala.co/
23/08/2019,02/01/1900,Zendrive,Automobile,Road Safety Analytics,San Francisco,XL Innovate,Series B,37000000,http://www.zendrive.com/
23/08/2019,01/01/1900,AdmitKard,Education,University Admissions,Noida,Growth DNA,Seed Round,1000000,https://www.admitkard.com/
23/08/2019,01/01/1900,Lo! Foods,E-commerce,Low carb food for Diabetics,Bangalore,"Rashmi Daga (founder, FreshMenu), Raveen Sastry (co-founder, Myntra) and Mitesh Shah (finance chief, BookMyShow)",Seed Round,500000,https://lofoods.fit/
22/08/2019,01/01/1900,INDwealth,FinTech,Wealth Management,Gurgaon,Tiger Global Management,Venture Round,15000000,https://www.indwealth.in/
21/08/2019,02/01/1900,HungerBox,B2B SaaS,B2B Foodtech,Bangalore,One97 Communications Ltd.,Series C,6590000,http://hungerbox.com/
19/08/2019,01/01/1900,Mishry Reviews,Services,Product Review,Gurgaon,Vir Sanghvi,Series A,,https://mishry.com/
19/08/2019,06/01/1900,Grofers,E-Commerce,Grocery Delivery,Gurgaon,Softbank Vision Fund,Series F,70000000,http://grofers.com/
13/08/2019,06/01/1900,Uniphore,B2B SaaS,Conversational AI,Palo Alto ,March Capital Partners,Series C,51000000,http://uniphore.com/
13/08/2019,02/01/1900,Cars24,E-Commerce,Car Retail,Gurugram,MS Dhoni,Series D,11000000,https://www.cars24.com/
12/08/2019,07/01/1900,Meesho,E-Commerce,Social Commerce,Bangalore,Naspers,Series D,125000000,http://www.meesho.com/
01/08/2019,02/01/1900,Pine Labs,B2B SaaS,Last-mile retail transaction technology,Noida,Pine Labs Pte Ltd,Corporate Round,38080000,https://www.pinelabs.com/
01/08/2019,04/01/1900,CarDekho,E-Commerce,Automotive,Gurgaon,SC GG India Mobility Holdings LLC,Series C,20000000,http://www.cardekho.com/
01/08/2019,01/01/1900,Progcap,Finance,Supply Chain Management,New Delhi,Sequoia India,Series A,5000000,http://www.progcap.com/
01/08/2019,01/01/1900,MyPetrolPump,Consumer Internet,Fuel Delivery,Bangalore,,Seed Funding Round,1600000,https://mypetrolpump.com/
01/08/2019,01/01/1900,Alteria Capital,Finance,VC Funds,Mumbai,"Azim Premji, Binny Bansal",Single Venture,140000000,http://www.alteriacapital.com/
11/07/2019,05/01/1900,Moglix,B2B E-Commerce,Industrial Tools and Equipments,Singapore,"Composite Capital Management, Sequoia Capital India, Tiger Global Management",Series D,60000000,http://www.moglix.com/
10/07/2019,01/01/1900,Ezyhaul,Tech,Logistics,Singapore,,Series B,16000000,https://ezyhaul.com/Account/AboutUs
10/07/2019,10/01/1900,BYJU'S,Education,Education,Bangalore,Qatar Investment Authority,Private Equity Round,150000000,http://byjus.com/
10/07/2019,01/01/1900,HealthAssure,Healthcare,Primary care medical network,Mumbai,Blume Ventures,Series A,2500000,https://www.healthassure.in/
10/07/2019,04/01/1900,Indus OS,Technology,Smartphone Operating System,Andheri,Ventureast,Series B,5750000,http://www.indusos.com/
09/07/2019,01/01/1900,House of Msasaba,Luxury Label,Clothes and Apparel,Mumbai,Binny Bansal,Series A,1000000,https://www.houseofmasaba.net/
08/07/2019,01/01/1900,Board Infinity,Education,Full-stack career platform,Chembur,Multiple Angel Investors,Angel Round,319605,https://www.boardinfinity.com/
04/07/2019,01/01/1900,Daalchini Technologies,Food and Beverage,Digital Vending Machine,New Delhi,Artha Venture,Seed Round,500000,https://www.daalchini.co.in/
03/07/2019,13/01/1900,Ola Cabs,Consumer Internet,Cabs,Kormangala,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",Series J,1000000,http://www.olacabs.com/
02/07/2019,01/01/1900,Atlan,Technology,Big Data,Singapore,WaterBridge Ventures,Pre-Series A,2500000,https://atlan.com/
02/07/2019,03/01/1900,RenewBuy,Consumer Internet,Online Insurance Aggregator,Gurgaon,"Lok Capital, IIFL Wealth",Series B,19000000,https://www.renewbuy.com/
01/07/2019,06/01/1900,Uniphore,B2B SaaS,Speech Recognition,Taramani,March Capital Partners,Series C,38080000,http://uniphore.com/
01/07/2019,01/01/1900,WizCounsel,Compliance,Consulting,New Delhi,Kapil Dev,Angel,145000,https://www.wizcounsel.com/
10/06/2019,01/01/1900,Bolo App,Online Media,Video Platform,Bangalore ,Nexus Venture Partners,Seed Funding,430200,https://www.theboloapp.com/
10/06/2019,01/01/1900,OkCredit,FinTech,Financial Services,Haryana,Tiger Global Management,Series A,15500000,https://www.okcredit.in/
08/06/2019,01/01/1900,Vogo Automotive Pvt. Ltd.,Transportation,Dockless Scooter Rental Company,Karnataka,Alteria Capital,Debt Funding,3584000,http://www.vogo.in/
06/06/2019,03/01/1900,Pratilipi,Online Media,E-Books,Bangalore,Qiming Venture Partners ,Series B,15109500,http://www.pratilipi.com/
06/06/2019,01/01/1900,Biz2Credit,FinTech,Online Lending Platform,New York,WestBridge Capital,Series B,52000000,http://www.biz2credit.com/
06/06/2019,01/01/1900,Chakr Innovation,Energy,Renewable Energy,New Delhi,IAN Fund,Series A,26000000,https://www.chakr.in/
06/06/2019,01/01/1900,Sistema.bio,AgriTech,Hybrid Reactor Biodigestor,Nairobi,"Shell Foundation, DILA CAPITAL, Engie RDE Fund, EcoEnterprise Fund, EDFIMC (ElectriFI), Endeavor Catalyst Fund, CoCapital, Triodos, Alpha Mundi, and Lendahand",,2739034.68,http://sistema.bio/
05/06/2019,06/01/1900,NoBroker,Consumer Internet,Real Estate,Bangalore,General Atlantic,Series C,51000000,http://www.nobroker.com/
04/06/2019,04/01/1900,Bira 91,Food and Beverage,Brewery,New Delhi,Anicut Capital,Debt Funding,10000000,http://www.bira91.com/
04/06/2019,01/01/1900,Leegality,B2B SaaS,Digital Documentation,Mumbai/Bangalore,Mumbai Angels,Series A,3400000,https://leegality.com/
04/06/2019,01/01/1900,BharatPe,FinTech,FinTech,New Delhi,Insight Partners,Series B,75000000,https://www.bharatpe.com/
04/06/2019,01/01/1900,Recykal,Waste Management Service,Optimization,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh ",pre-Series A,26000000,https://recykal.com/
03/06/2019,01/01/1900,Agara Labs,Artificial Intelligence,Artificial Intelligence,Bangalore,Blume Ventures and RTP Global,pre-Series A,2500000,http://www.agaralabs.com/
03/06/2019,02/01/1900,FabHotels,E-Commerce,Hospitality,Gurgaon,"Goldman Sachs, Accel Partners and Qualcomm",,4889975.54,http://www.fabhotels.com/
03/06/2019,01/01/1900,Avail Finance,FinTech,FinTech,Bangalore,Matrix Partners,Series A,9000000,https://www.availfinance.in/
31/05/2019,04/01/1900,Bira 91,Food and Beverage,Brewery,New Delhi,Sixth Sense Ventures,Series B,5600000,http://www.bira91.com/
30/05/2019,02/01/1900,GlowRoad,E-commerce,Retail,Bangalore,"Korea Investment Partners, Vertex Ventures",Series B,11500000,https://glowroad.com/
28/05/2019,03/01/1900,Ather Energy,EV,Electric Vehicle,Bangalore,Sachin Bansal,Series C,51000000,https://www.atherenergy.com/
28/05/2019,01/01/1900,FreshVnF,AgriTech,Fresh Agriculture Produces,Mumbai,Equanimity Ventures,Seed Round,140000000,https://freshvnf.com/
06/05/2019,01/01/1900,Ola Electric ,EV,Cabs,Bangalore,Tata Sons,Series A,,https://www.mission-electric.in/
06/05/2019,01/01/1900,Saahas Zero Waste ,Waste Management Service,Optimization,Bangalore,C4D Partners, Venture - Series Unknown,868600,http://saahaszerowaste.com/
05/05/2019,01/01/1900,StyleDotMe ,E-commerce,Fashion and Shopping,Delhi,"Indian Angel Network and other angel investors, Innov8 founder Ritesh Malik, Josh Talks founders Supriya Paul and Shobha Banga, and former Hero Corporate president Rohit Chanana",Bridge Round,,https://styledotme.com/
02/05/2019,01/01/1900,Zenoti ,B2B SaaS,Beauty and Wellness Industry,Hyderabad,Tiger Global Management,Series C,50000000,https://www.zenoti.com/
01/05/2019,01/01/1900,BlackBuck ,Logistics,Logistics,Bangalore,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",Series D,150000000,https://www.blackbuck.com/
19/04/2019,01/01/1900,My Healthcare,E-commerce,Software Solutions,Bangalore and Gurugram,Sixth Sense Ventures,Series A,3000000,http://www.myhealthcare.co/
19/04/2019,03/01/1900,KrazyBee,FinTech,Lending Platform,Bangalore,"BAC Acquisitions, Unifi AIF, BRD Securities, Northern R Capital",Debt,14342000,https://www.krazybee.com/
17/04/2019,02/01/1900,Increff,B2B SaaS,Supply-chain technology solutions,Bangalore,"021 Capita, Binny Bansal",Series A,3000000,https://www.increff.com/
17/04/2019,04/01/1900,Shuttl,Transportation,Bus Aggregation,Gurugram,New Atlantic Ventures,Venture Round,5000000,https://ride.shuttl.com/
16/04/2019,02/01/1900,Kuvera,FinTech,Wealth Management,Bangalore,Eight Roads,Series A,45000000,https://kuvera.in/
13/04/2019,03/01/1900,Tripoto,Consumer Internet,Travel,New Delhi,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (formerly IDG Ventures), 3one4 Capital, Lasmer NV",Series B,3591375,https://www.tripoto.com/
12/04/2019,02/01/1900,Medlife,E-commerce,Online Medicine,Bangalore,Prasid Uno Family Trust,Private Equity,17000000,https://www.medlife.com/
12/04/2019,01/01/1900,Azah,Healthcare,Organic wellness ,Gurugram,Unnamed angel investors,Seed Funding,200000,https://azah.in/
11/04/2019,02/01/1900,CleverTap,B2B SaaS,Mobile analytics and marketing,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,26000000,https://clevertap.com/
11/04/2019,01/01/1900,Setu,Fintech,Banking,Bangalore,Lightspeed India Partners,Seed Funding,3500000,https://www.linkedin.com/company/setu-software-systems-p-ltd-/about/
10/04/2019,05/01/1900,Toppr,Education,E-learning,Mumbai,Milestone ,Debt and Preference capital,6320820,https://www.toppr.com/
10/04/2019,02/01/1900,Craftsvilla,E-commerce,Fashion and Apparel,Mumbai,Supera Pte Ltd,Inhouse Funding,2443495,https://www.craftsvilla.com/
10/04/2019,06/01/1900,Unacademy,Education,E-learning,Bangalore,Kalyan Krishnamurthy,Seed/ Angel Funding,307000,https://unacademy.com/
10/04/2019,01/01/1900,Kabadiwala,E-commerce,Waste Management,Bhopal,"Unilever, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport, ",Private Equity,430665,https://www.thekabadiwala.com/
13/02/2019,01/01/1900,NanoClean Global,CleanTech,Anti-Pollution,New Delhi,"LetsVenture, PitchRight Venture, 91SpringBoard, AL Nour International Holdings and Mark V Investments",Series A,600000,https://nasofilters.com
08/02/2019,03/01/1900,Zilingo,Ecommerce,Fashion & Apparel,India/Singapore,"Sequoia Capital and Temasek Holdings, EDBI, Burda Principal Investments, and Sofina",Series D,226000000,https://zilingo.com/
01/02/2019,01/01/1900,FleetX,Artificial Intelligence,Logistics,Gurgaon,India Quotient and LetsVenture’s Angel Fund,Pre Series A,,https://www.fleetx.io/
04/01/2019,01/01/1900,Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,Non-banking financial company,Chennai,"MASSIF, a Dutch government fund",Debt-Funding,5000000,https://samfin.in/
04/01/2019,01/01/1900,Vyome Therapeutics Inc. ,Healthcare,Specialty pharmaceutical ,India/US,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",Series D,22000000,http://www.vyometx.com/
03/01/2019,04/01/1900,CarDekho,E-Commerce,Automobile,Jaipur,"Sequoia India, Hillhouse Capital, Alphabet’s growth investment arm Capital G and Axis Bank",Series C,110000000,https://www.cardekho.com/
06/12/2018,01/01/1900,BuildSupply,B2B SaaS,"Real Estate, ERP",Gurugram,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Series A,3500000,https://www.buildsupply.com/
06/12/2018,03/01/1900,ShopKirana,B2B E-Commerce,B2B Marketplace,Indore," Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Seed Funding,2000000,www.shopkirana.com
04/12/2018,01/01/1900,Manch,Consumer Internet,Hyperlocal Content,Delhi, Stellaris Venture Partners ,Seed Funding,700000,www.manch.app/
04/12/2018,01/01/1900,Nagpur Wholesale,Online Marketplace,eCommerce,Nagpur,Omphalos Ventures India LLP,Seed Funding,143000,https://www.nagpurwholesale.com/
02/12/2018,01/01/1900, Guiddoo ,Travel Tech,Platform for travel agents,Mumbai,Individual Investors,Pre-Series A ,800000,https://www.guiddooworld.com/Login.aspx
02/12/2018,01/01/1900,Career Anna ,Education,"Video-based certification, trainings",Gurugram,Individual Investors,Pre-Series A ,572000,https://www.careeranna.com/
01/12/2018,01/01/1900,UrbanClap Technologies Pvt. Ltd,Consumer Internet,Home services marketplace,New Delhi,Steadview Capital and Vy Capital.,Series D,50000000,https://www.urbanclap.com/
25/11/2018,01/01/1900, Roposo,Consumer Internet,Video Sharing,Delhi,Bertelsmann India Investments ,Series B,1700000,https://www.roposo.com/
25/11/2018,01/01/1900, InCred,Finance,SME Lending,India,"Paragon Partners, Individual Investors",Private Equity,42000000,https://www.incred.com/
24/11/2018,01/01/1900,Engineer.ai ,Software,AI Platform,India/US,"Lakestar and Jungle Ventures, Softbank’s DeepCore.",Series A,29500000,Engineer.ai 
23/11/2018,01/01/1900,Signzy,B2B SaaS,Digital Onboarding Solution,Mumbai/Bangalore,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Series A,3400000,https://signzy.com/
22/11/2018,01/01/1900,Aavishkaar-Intellecap Group,Investment,SME Funding,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,31000000,https://www.aavishkaar.in/
22/11/2018,01/01/1900,Skillbox,Consumer Internet,Art,Gurugram,Individual investors ,Seed Funding,,https://www.skillboxes.com/
21/11/2018,01/01/1900,Genius Corner,Education,Personalized Learning,Noida,Individual investors ,Seed Funding,278000,http://geniuscorner.com/GeniusCorner/
20/11/2018,06/01/1900,HealthifyMe,Healthcare,Wellness Coach,Bangalore,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Series B (Extension),6000000,https://www.healthifyme.com/
19/11/2018,01/01/1900,Automation Anywhere,Robotics,Robotics,California,SoftBank Vision Fund,Series B,300000000,https://www.automationanywhere.com/
14/11/2018,01/01/1900,CleanseCar,Services,Car Wash,Bangalore,Venture Catalysts,Seed/ Angel Funding,500000,http://cleansecar.com/
13/11/2018,03/01/1900,DriveU,Consumer Internet,On-Demand Drivers,Bangalore,Stevens Creek Ventures,Mezzanine,1000000,https://driveu.in/
12/11/2018,04/01/1900,MilkBasket,E-commerce,Micro-delivery grocery service,New Delhi,Mayfield Fund,Series B,1300000,https://milkbasket.com/
12/11/2018,01/01/1900,Checkmate,B2B SaaS,POS For Online Ordering,"New York, Bangalore",Tiger Global,Series A,1000000,https://www.itsacheckmate.com/
08/11/2018,01/01/1900,A&R Bon Vivants,Food,Meat Retail Chain,Jaipur,"RB Investments, Singapore",Equity ,1000000,
08/11/2018,01/01/1900,Mobile Premier League,Gaming,Mobile e-Sports,Bangalore,,Series A,500000,https://www.mpl.live/
06/11/2018,07/01/1900,Meesho,Ecommerce,Social Commerce,Bangalore,"Shunwei Capital, DST Partners and RPS Ventures",Series C,50000000,https://meesho.com/
03/11/2018,01/01/1900,Veritas Finance Ltd.,NBFC,MSME Finance,Chennai,"Norwest Venture Partners, CDC Group, the UK’s Development Finance Institution and P Surendra Pai",Series D,27799000,https://www.veritasfin.in/
01/11/2018,01/01/1900,GoDesi,Food and Beverage,Regional Flavours,Bangalore,Lead Angels Network,Seed/ Angel Funding,138995,http://godesi.in/
12/10/2018,04/01/1900,Blackbuck,Logistics,Largest Trucking Platform,Bangalore,Sequoia Capital India,Private Funding,14680000,https://www.blackbuck.com/
12/10/2018,03/01/1900,LetsTransport,Logistics,Book Trucks Online,Bangalore,Fosun International,Series C,12000000,https://www.letstransport.in/
